transition,date,replicate,arm,answer,model
2025,2024-03-24,1,yes_no_choice,No,jev-1.13.0
2025,2024-03-24,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-08-26,1,binary_probability,0.02,jev-1.13.0
2021,2021-08-26,1,yes_no_choice,No,jev-1.13.0
2021,2021-08-26,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-06-11,1,binary_probability,0.99,jev-1.13.0
2021,2020-06-11,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-06-11,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-07-06,1,binary_probability,0.98,jev-1.13.0
2021,2020-07-06,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-07-06,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-03-20,1,binary_probability,0.03,jev-1.13.0
2021,2021-03-20,1,yes_no_choice,No,jev-1.13.0
2021,2021-03-20,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-03-07,1,binary_probability,0.11,jev-1.13.0
2025,2024-03-07,1,yes_no_choice,No,jev-1.13.0
2025,2024-03-07,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-11-08,1,binary_probability,0.02,jev-1.13.0
2021,2021-11-08,1,yes_no_choice,No,jev-1.13.0
2021,2021-11-08,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-01-30,1,binary_probability,0.17,jev-1.13.0
2025,2024-01-30,1,yes_no_choice,No,jev-1.13.0
2025,2024-01-30,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-02-05,1,binary_probability,0.71,jev-1.13.0
2025,2025-02-05,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-02-05,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-07-06,1,binary_probability,0.08,jev-1.13.0
2025,2024-07-06,1,yes_no_choice,No,jev-1.13.0
2025,2024-07-06,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-11-21,1,binary_probability,0.59,jev-1.13.0
2025,2025-11-21,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-11-21,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-09-12,1,binary_probability,0.02,jev-1.13.0
2021,2021-09-12,1,yes_no_choice,No,jev-1.13.0
2021,2021-09-12,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-08-04,1,binary_probability,0.02,jev-1.13.0
2021,2021-08-04,1,yes_no_choice,No,jev-1.13.0
2021,2021-08-04,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-10-12,1,binary_probability,0.99,jev-1.13.0
2021,2020-10-12,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-10-12,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-12-24,1,binary_probability,0.97,jev-1.13.0
2021,2020-12-24,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-24,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-11-07,1,binary_probability,0.53,jev-1.13.0
2025,2025-11-07,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-11-07,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-02-21,1,binary_probability,0.98,jev-1.13.0
2021,2020-02-21,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-02-21,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-03-10,1,binary_probability,0.99,jev-1.13.0
2021,2020-03-10,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-10,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-12-09,1,binary_probability,0.57,jev-1.13.0
2025,2025-12-09,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-12-09,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-07-04,1,binary_probability,0.99,jev-1.13.0
2021,2020-07-04,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-07-04,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-06-26,1,binary_probability,0.07,jev-1.13.0
2025,2024-06-26,1,yes_no_choice,No,jev-1.13.0
2025,2024-06-26,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-05-12,1,binary_probability,0.05,jev-1.13.0
2025,2024-05-12,1,yes_no_choice,No,jev-1.13.0
2025,2024-05-12,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-01-31,1,binary_probability,0.98,jev-1.13.0
2021,2020-01-31,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-01-31,1,who_choice,Donald Trump,jev-1.13.0
2025,2026-01-07,1,binary_probability,0.44,jev-1.13.0
2025,2026-01-07,1,yes_no_choice,Yes,jev-1.13.0
2025,2026-01-07,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-09-25,1,binary_probability,0.98,jev-1.13.0
2021,2020-09-25,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-09-25,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-01-27,1,binary_probability,0.98,jev-1.13.0
2021,2020-01-27,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-01-27,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-05-24,1,binary_probability,0.05,jev-1.13.0
2025,2024-05-24,1,yes_no_choice,No,jev-1.13.0
2025,2024-05-24,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-09-08,1,binary_probability,0.06,jev-1.13.0
2025,2024-09-08,1,yes_no_choice,No,jev-1.13.0
2025,2024-09-08,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-03-04,1,binary_probability,0.61,jev-1.13.0
2025,2025-03-04,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-03-04,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-07-23,1,binary_probability,0.12,jev-1.13.0
2025,2024-07-23,1,yes_no_choice,No,jev-1.13.0
2025,2024-07-23,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-02-16,1,binary_probability,0.04,jev-1.13.0
2021,2021-02-16,1,yes_no_choice,No,jev-1.13.0
2021,2021-02-16,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-05-05,1,binary_probability,0.07,jev-1.13.0
2025,2024-05-05,1,yes_no_choice,No,jev-1.13.0
2025,2024-05-05,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-11-09,1,binary_probability,0.97,jev-1.13.0
2021,2020-11-09,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-11-09,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-11-15,1,binary_probability,0.26,jev-1.13.0
2025,2024-11-15,1,yes_no_choice,No,jev-1.13.0
2025,2024-11-15,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-03-12,1,binary_probability,0.07,jev-1.13.0
2025,2024-03-12,1,yes_no_choice,No,jev-1.13.0
2025,2024-03-12,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-08-11,1,binary_probability,0.99,jev-1.13.0
2021,2020-08-11,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-11,1,who_choice,Donald Trump,jev-1.13.0
2021,2022-01-17,1,binary_probability,0.1,jev-1.13.0
2021,2022-01-17,1,yes_no_choice,No,jev-1.13.0
2021,2022-01-17,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-03-12,1,binary_probability,0.98,jev-1.13.0
2021,2020-03-12,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-12,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-07-22,1,binary_probability,0.09,jev-1.13.0
2025,2024-07-22,1,yes_no_choice,No,jev-1.13.0
2025,2024-07-22,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-04-02,1,binary_probability,0.07,jev-1.13.0
2025,2024-04-02,1,yes_no_choice,No,jev-1.13.0
2025,2024-04-02,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-10-25,1,binary_probability,0.98,jev-1.13.0
2021,2020-10-25,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-10-25,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-04-06,1,binary_probability,0.04,jev-1.13.0
2021,2021-04-06,1,yes_no_choice,No,jev-1.13.0
2021,2021-04-06,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-05-11,1,binary_probability,0.46,jev-1.13.0
2025,2025-05-11,1,yes_no_choice,No,jev-1.13.0
2025,2025-05-11,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-03-06,1,binary_probability,0.1,jev-1.13.0
2025,2024-03-06,1,yes_no_choice,No,jev-1.13.0
2025,2024-03-06,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-08-28,1,binary_probability,0.41,jev-1.13.0
2025,2025-08-28,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-08-28,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-04-27,1,binary_probability,0.03,jev-1.13.0
2021,2021-04-27,1,yes_no_choice,No,jev-1.13.0
2021,2021-04-27,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-11-15,1,binary_probability,0.51,jev-1.13.0
2025,2025-11-15,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-11-15,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-08-08,1,binary_probability,0.98,jev-1.13.0
2021,2020-08-08,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-08,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-03-10,1,binary_probability,0.58,jev-1.13.0
2025,2025-03-10,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-03-10,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-01-18,1,binary_probability,0.53,jev-1.13.0
2025,2025-01-18,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-01-18,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-09-09,1,binary_probability,0.41,jev-1.13.0
2025,2025-09-09,1,yes_no_choice,No,jev-1.13.0
2025,2025-09-09,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-08-04,1,binary_probability,0.41,jev-1.13.0
2025,2025-08-04,1,yes_no_choice,No,jev-1.13.0
2025,2025-08-04,1,who_choice,Donald Trump,jev-1.13.0
2021,2022-01-10,1,binary_probability,0.09,jev-1.13.0
2021,2022-01-10,1,yes_no_choice,No,jev-1.13.0
2021,2022-01-10,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-10-23,1,binary_probability,0.48,jev-1.13.0
2025,2025-10-23,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-10-23,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-08-29,1,binary_probability,0.44,jev-1.13.0
2025,2025-08-29,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-08-29,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-04-01,1,binary_probability,0.03,jev-1.13.0
2021,2021-04-01,1,yes_no_choice,No,jev-1.13.0
2021,2021-04-01,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-11-06,1,binary_probability,0.96,jev-1.13.0
2021,2020-11-06,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-11-06,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-06-02,1,binary_probability,0.46,jev-1.13.0
2025,2025-06-02,1,yes_no_choice,No,jev-1.13.0
2025,2025-06-02,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-03-26,1,binary_probability,0.06,jev-1.13.0
2025,2024-03-26,1,yes_no_choice,No,jev-1.13.0
2025,2024-03-26,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-09-11,1,binary_probability,0.34,jev-1.13.0
2025,2025-09-11,1,yes_no_choice,No,jev-1.13.0
2025,2025-09-11,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-03-13,1,binary_probability,0.99,jev-1.13.0
2021,2020-03-13,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-13,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-09-26,1,binary_probability,0.44,jev-1.13.0
2025,2025-09-26,1,yes_no_choice,No,jev-1.13.0
2025,2025-09-26,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-11-12,1,binary_probability,0.97,jev-1.13.0
2021,2020-11-12,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-11-12,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-11-27,1,binary_probability,0.02,jev-1.13.0
2021,2021-11-27,1,yes_no_choice,No,jev-1.13.0
2021,2021-11-27,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-11-27,1,binary_probability,0.97,jev-1.13.0
2021,2020-11-27,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-11-27,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-09-19,1,binary_probability,0.98,jev-1.13.0
2021,2020-09-19,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-09-19,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-08-22,1,binary_probability,0.4,jev-1.13.0
2025,2025-08-22,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-08-22,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-08-04,1,binary_probability,0.98,jev-1.13.0
2021,2020-08-04,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-04,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-01-25,1,binary_probability,0.17,jev-1.13.0
2025,2024-01-25,1,yes_no_choice,No,jev-1.13.0
2025,2024-01-25,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-09-06,1,binary_probability,0.08,jev-1.13.0
2025,2024-09-06,1,yes_no_choice,No,jev-1.13.0
2025,2024-09-06,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-05-08,1,binary_probability,0.46,jev-1.13.0
2025,2025-05-08,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-08,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-07-22,1,binary_probability,0.41,jev-1.13.0
2025,2025-07-22,1,yes_no_choice,No,jev-1.13.0
2025,2025-07-22,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-09-29,1,binary_probability,0.06,jev-1.13.0
2025,2024-09-29,1,yes_no_choice,No,jev-1.13.0
2025,2024-09-29,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-04-03,1,binary_probability,0.03,jev-1.13.0
2021,2021-04-03,1,yes_no_choice,No,jev-1.13.0
2021,2021-04-03,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-01-02,1,binary_probability,0.4,jev-1.13.0
2025,2025-01-02,1,yes_no_choice,No,jev-1.13.0
2025,2025-01-02,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-02-09,1,binary_probability,0.98,jev-1.13.0
2021,2020-02-09,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-02-09,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-03-08,1,binary_probability,0.99,jev-1.13.0
2021,2020-03-08,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-08,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-10-24,1,binary_probability,0.02,jev-1.13.0
2021,2021-10-24,1,yes_no_choice,No,jev-1.13.0
2021,2021-10-24,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-06-25,1,binary_probability,0.02,jev-1.13.0
2021,2021-06-25,1,yes_no_choice,No,jev-1.13.0
2021,2021-06-25,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-02-12,1,binary_probability,0.99,jev-1.13.0
2021,2020-02-12,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-02-12,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-05-23,1,binary_probability,0.47,jev-1.13.0
2025,2025-05-23,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-23,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-03-06,1,binary_probability,0.04,jev-1.13.0
2021,2021-03-06,1,yes_no_choice,No,jev-1.13.0
2021,2021-03-06,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-11-14,1,binary_probability,0.25,jev-1.13.0
2025,2024-11-14,1,yes_no_choice,No,jev-1.13.0
2025,2024-11-14,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-12-22,1,binary_probability,0.97,jev-1.13.0
2021,2020-12-22,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-22,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-07-10,1,binary_probability,0.46,jev-1.13.0
2025,2025-07-10,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-07-10,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-12-15,1,binary_probability,0.02,jev-1.13.0
2021,2021-12-15,1,yes_no_choice,No,jev-1.13.0
2021,2021-12-15,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-05-13,1,binary_probability,0.99,jev-1.13.0
2021,2020-05-13,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-13,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-11-23,1,binary_probability,0.97,jev-1.13.0
2021,2020-11-23,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-11-23,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-08-03,1,binary_probability,0.98,jev-1.13.0
2021,2020-08-03,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-03,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-10-30,1,binary_probability,0.02,jev-1.13.0
2021,2021-10-30,1,yes_no_choice,No,jev-1.13.0
2021,2021-10-30,1,who_choice,Joe Biden,jev-1.13.0
2021,2022-01-15,1,binary_probability,0.07,jev-1.13.0
2021,2022-01-15,1,yes_no_choice,No,jev-1.13.0
2021,2022-01-15,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-04-19,1,binary_probability,0.05,jev-1.13.0
2025,2024-04-19,1,yes_no_choice,No,jev-1.13.0
2025,2024-04-19,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-11-01,1,binary_probability,0.52,jev-1.13.0
2025,2025-11-01,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-11-01,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-03-10,1,binary_probability,0.12,jev-1.13.0
2025,2024-03-10,1,yes_no_choice,No,jev-1.13.0
2025,2024-03-10,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-06-07,1,binary_probability,0.09,jev-1.13.0
2025,2024-06-07,1,yes_no_choice,No,jev-1.13.0
2025,2024-06-07,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-10-09,1,binary_probability,0.02,jev-1.13.0
2021,2021-10-09,1,yes_no_choice,No,jev-1.13.0
2021,2021-10-09,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-10-07,1,binary_probability,0.03,jev-1.13.0
2021,2021-10-07,1,yes_no_choice,No,jev-1.13.0
2021,2021-10-07,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-05-23,1,binary_probability,0.02,jev-1.13.0
2021,2021-05-23,1,yes_no_choice,No,jev-1.13.0
2021,2021-05-23,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-07-02,1,binary_probability,0.06,jev-1.13.0
2025,2024-07-02,1,yes_no_choice,No,jev-1.13.0
2025,2024-07-02,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-05-02,1,binary_probability,0.99,jev-1.13.0
2021,2020-05-02,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-02,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-08-22,1,binary_probability,0.99,jev-1.13.0
2021,2020-08-22,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-22,1,who_choice,Donald Trump,jev-1.13.0
2025,2026-01-15,1,binary_probability,0.42,jev-1.13.0
2025,2026-01-15,1,yes_no_choice,Yes,jev-1.13.0
2025,2026-01-15,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-05-28,1,binary_probability,0.08,jev-1.13.0
2025,2024-05-28,1,yes_no_choice,No,jev-1.13.0
2025,2024-05-28,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-04-19,1,binary_probability,0.49,jev-1.13.0
2025,2025-04-19,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-04-19,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-11-14,1,binary_probability,0.51,jev-1.13.0
2025,2025-11-14,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-11-14,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-06-22,1,binary_probability,0.48,jev-1.13.0
2025,2025-06-22,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-06-22,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-06-28,1,binary_probability,0.04,jev-1.13.0
2025,2024-06-28,1,yes_no_choice,No,jev-1.13.0
2025,2024-06-28,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-07-07,1,binary_probability,0.98,jev-1.13.0
2021,2020-07-07,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-07-07,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-06-06,1,binary_probability,0.05,jev-1.13.0
2025,2024-06-06,1,yes_no_choice,No,jev-1.13.0
2025,2024-06-06,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-12-08,1,binary_probability,0.57,jev-1.13.0
2025,2025-12-08,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-12-08,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-12-14,1,binary_probability,0.03,jev-1.13.0
2021,2021-12-14,1,yes_no_choice,No,jev-1.13.0
2021,2021-12-14,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-01-22,1,binary_probability,0.98,jev-1.13.0
2021,2020-01-22,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-01-22,1,who_choice,Donald Trump,jev-1.13.0
2025,2025-04-18,1,binary_probability,0.53,jev-1.13.0
2025,2025-04-18,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-04-18,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-07-20,1,binary_probability,0.03,jev-1.13.0
2021,2021-07-20,1,yes_no_choice,No,jev-1.13.0
2021,2021-07-20,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-04-30,1,binary_probability,0.43,jev-1.13.0
2025,2025-04-30,1,yes_no_choice,No,jev-1.13.0
2025,2025-04-30,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-10-20,1,binary_probability,0.98,jev-1.13.0
2021,2020-10-20,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-10-20,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-08-10,1,binary_probability,0.09,jev-1.13.0
2025,2024-08-10,1,yes_no_choice,No,jev-1.13.0
2025,2024-08-10,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-12-25,1,binary_probability,0.56,jev-1.13.0
2025,2025-12-25,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-12-25,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-05-03,1,binary_probability,0.98,jev-1.13.0
2021,2020-05-03,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-03,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-08-22,1,binary_probability,0.02,jev-1.13.0
2021,2021-08-22,1,yes_no_choice,No,jev-1.13.0
2021,2021-08-22,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-10-28,1,binary_probability,0.17,jev-1.13.0
2025,2024-10-28,1,yes_no_choice,No,jev-1.13.0
2025,2024-10-28,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-12-23,1,binary_probability,0.96,jev-1.13.0
2021,2020-12-23,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-23,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-04-30,1,binary_probability,0.99,jev-1.13.0
2021,2020-04-30,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-04-30,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-04-10,1,binary_probability,0.99,jev-1.13.0
2021,2020-04-10,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-04-10,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-09-17,1,binary_probability,0.99,jev-1.13.0
2021,2020-09-17,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-09-17,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-06-05,1,binary_probability,0.07,jev-1.13.0
2025,2024-06-05,1,yes_no_choice,No,jev-1.13.0
2025,2024-06-05,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-11-06,1,binary_probability,0.54,jev-1.13.0
2025,2025-11-06,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-11-06,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-09-16,1,binary_probability,0.02,jev-1.13.0
2021,2021-09-16,1,yes_no_choice,No,jev-1.13.0
2021,2021-09-16,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-12-14,1,binary_probability,0.23,jev-1.13.0
2025,2024-12-14,1,yes_no_choice,No,jev-1.13.0
2025,2024-12-14,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-12-26,1,binary_probability,0.97,jev-1.13.0
2021,2020-12-26,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-26,1,who_choice,Donald Trump,jev-1.13.0
2025,2024-02-24,1,binary_probability,0.06,jev-1.13.0
2025,2024-02-24,1,yes_no_choice,No,jev-1.13.0
2025,2024-02-24,1,who_choice,Joe Biden,jev-1.13.0
2025,2024-04-08,1,binary_probability,0.05,jev-1.13.0
2025,2024-04-08,1,yes_no_choice,No,jev-1.13.0
2025,2024-04-08,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-09-12,1,binary_probability,0.41,jev-1.13.0
2025,2025-09-12,1,yes_no_choice,No,jev-1.13.0
2025,2025-09-12,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-09-15,1,binary_probability,0.02,jev-1.13.0
2021,2021-09-15,1,yes_no_choice,No,jev-1.13.0
2021,2021-09-15,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-07-21,1,binary_probability,0.02,jev-1.13.0
2021,2021-07-21,1,yes_no_choice,No,jev-1.13.0
2021,2021-07-21,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-11-18,1,binary_probability,0.03,jev-1.13.0
2021,2021-11-18,1,yes_no_choice,No,jev-1.13.0
2021,2021-11-18,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-09-13,1,binary_probability,0.02,jev-1.13.0
2021,2021-09-13,1,yes_no_choice,No,jev-1.13.0
2021,2021-09-13,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-01-20,1,binary_probability,0.7,jev-1.13.0
2021,2021-01-20,1,yes_no_choice,Yes,jev-1.13.0
2021,2021-01-20,1,who_choice,Joe Biden,jev-1.13.0
2025,2025-04-10,1,binary_probability,0.5,jev-1.13.0
2025,2025-04-10,1,yes_no_choice,Yes,jev-1.13.0
2025,2025-04-10,1,who_choice,Donald Trump,jev-1.13.0
2021,2020-03-24,1,binary_probability,0.98,jev-1.13.0
2021,2020-03-24,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-24,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-10-05,1,binary_probability,0.03,jev-1.13.0
2021,2021-10-05,1,yes_no_choice,No,jev-1.13.0
2021,2021-10-05,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-08-30,1,binary_probability,0.02,jev-1.13.0
2021,2021-08-30,1,yes_no_choice,No,jev-1.13.0
2021,2021-08-30,1,who_choice,Joe Biden,jev-1.13.0
2021,2021-03-03,1,binary_probability,0.04,jev-1.13.0
2021,2021-03-03,1,yes_no_choice,No,jev-1.13.0
2021,2021-03-03,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-06-07,1,binary_probability,0.98,jev-1.13.0
2021,2020-06-07,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-06-07,1,who_choice,Donald Trump,jev-1.13.0
2021,2021-12-03,1,binary_probability,0.02,jev-1.13.0
2021,2021-12-03,1,yes_no_choice,No,jev-1.13.0
2021,2021-12-03,1,who_choice,Joe Biden,jev-1.13.0
2021,2020-05-12,1,binary_probability,0.99,jev-1.13.0
2021,2020-05-12,1,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-12,1,who_choice,Donald Trump,jev-1.13.0
