criteria_mode,year,target_usd,question,replicate,p
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",73,0.19
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",24,0.58
omitted,no_date,100000000,bitcoin will reach 100 million,25,0.35
paired,no_date,20000000,bitcoin will reach 20 million,82,0.41
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",7,0.62
omitted,no_date,100000000,bitcoin will reach 100 million,83,0.35
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",6,0.27
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",9,0.25
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",50,0.14
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",14,0.33
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",87,0.32
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",37,0.14
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",49,0.14
omitted,no_date,100000000,bitcoin will reach 100 million,68,0.37
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",39,0.19
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",26,0.23
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",30,0.17
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",13,0.28
paired,no_date,20000000,bitcoin will reach 20 million,57,0.39
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",43,0.45
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",78,0.45
true_only,no_date,1000000,bitcoin will reach 1 million,15,0.41
paired,no_date,100000000,bitcoin will reach 100 million,17,0.36
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",42,0.4
true_only,no_date,20000000,bitcoin will reach 20 million,89,0.4
paired,no_date,1000000,bitcoin will reach 1 million,67,0.41
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",86,0.37
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",55,0.33
paired,no_date,1000000,bitcoin will reach 1 million,76,0.41
empty,no_date,20000000,bitcoin will reach 20 million,59,0.57
true_only,no_date,1000000,bitcoin will reach 1 million,41,0.4
empty,no_date,100000000,bitcoin will reach 100 million,94,0.36
true_only,no_date,100000000,bitcoin will reach 100 million,20,0.46
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,88,0.2
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",16,0.42
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",43,0.56
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,82,0.24
paired,no_date,20000000,bitcoin will reach 20 million,43,0.38
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",60,0.41
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",15,0.61
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",79,0.41
true_only,no_date,20000000,bitcoin will reach 20 million,6,0.36
paired,no_date,1000000,bitcoin will reach 1 million,75,0.39
omitted,no_date,20000000,bitcoin will reach 20 million,21,0.44
true_only,no_date,1000000,bitcoin will reach 1 million,76,0.39
true_only,no_date,20000000,bitcoin will reach 20 million,67,0.39
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",46,0.56
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",44,0.19
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",99,0.4
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",56,0.54
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",91,0.42
omitted,no_date,100000000,bitcoin will reach 100 million,59,0.37
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",95,0.14
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",63,0.34
paired,no_date,1000000,bitcoin will reach 1 million,79,0.39
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",37,0.4
paired,no_date,20000000,bitcoin will reach 20 million,1,0.41
true_only,no_date,100000000,bitcoin will reach 100 million,48,0.49
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",54,0.43
false_only,no_date,20000000,bitcoin will reach 20 million,47,0.4
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",45,0.41
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,4,0.24
paired,no_date,20000000,bitcoin will reach 20 million,7,0.41
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",90,0.28
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",66,0.18
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",60,0.39
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",72,0.26
empty,no_date,100000000,bitcoin will reach 100 million,92,0.36
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",96,0.26
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",26,0.27
false_only,no_date,1000000,bitcoin will reach 1 million,34,0.24
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,24,0.19
false_only,no_date,1000000,bitcoin will reach 1 million,44,0.26
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",83,0.15
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",86,0.3
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",79,0.14
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",58,0.29
paired,no_date,20000000,bitcoin will reach 20 million,65,0.38
empty,no_date,1000000,bitcoin will reach 1 million,17,0.14
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",17,0.17
true_only,no_date,100000000,bitcoin will reach 100 million,83,0.49
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",57,0.34
empty,no_date,1000000,bitcoin will reach 1 million,100,0.13
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,29,0.45
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",43,0.24
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,97,0.21
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",90,0.16
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",33,0.59
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",43,0.51
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",72,0.64
false_only,no_date,20000000,bitcoin will reach 20 million,62,0.39
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",48,0.34
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",25,0.43
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,84,0.46
empty,no_date,20000000,bitcoin will reach 20 million,92,0.61
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",10,0.42
true_only,no_date,20000000,bitcoin will reach 20 million,34,0.38
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",39,0.14
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",84,0.25
empty,no_date,100000000,bitcoin will reach 100 million,93,0.38
true_only,no_date,1000000,bitcoin will reach 1 million,89,0.39
true_only,no_date,100000000,bitcoin will reach 100 million,60,0.47
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",73,0.37
paired,no_date,1000000,bitcoin will reach 1 million,92,0.37
omitted,no_date,1000000,bitcoin will reach 1 million,70,0.1
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",44,0.53
true_only,no_date,1000000,bitcoin will reach 1 million,30,0.4
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",70,0.38
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",84,0.28
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",62,0.14
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",60,0.36
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",47,0.18
paired,no_date,1000000,bitcoin will reach 1 million,48,0.4
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",80,0.17
empty,no_date,20000000,bitcoin will reach 20 million,85,0.56
true_only,no_date,20000000,bitcoin will reach 20 million,30,0.39
true_only,no_date,1000000,bitcoin will reach 1 million,43,0.4
empty,no_date,100000000,bitcoin will reach 100 million,18,0.37
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",53,0.41
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,65,0.21
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",23,0.39
empty,no_date,20000000,bitcoin will reach 20 million,47,0.62
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",85,0.31
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",76,0.63
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",55,0.3
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",49,0.24
true_only,no_date,100000000,bitcoin will reach 100 million,18,0.45
false_only,no_date,100000000,bitcoin will reach 100 million,62,0.43
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",72,0.23
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",45,0.61
true_only,no_date,1000000,bitcoin will reach 1 million,85,0.4
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",63,0.41
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",30,0.46
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",29,0.13
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",42,0.29
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",86,0.38
omitted,no_date,20000000,bitcoin will reach 20 million,32,0.42
omitted,no_date,1000000,bitcoin will reach 1 million,31,0.11
false_only,no_date,20000000,bitcoin will reach 20 million,10,0.38
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",90,0.13
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",29,0.42
paired,no_date,20000000,bitcoin will reach 20 million,86,0.4
false_only,no_date,1000000,bitcoin will reach 1 million,81,0.27
empty,no_date,100000000,bitcoin will reach 100 million,100,0.35
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",4,0.25
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",39,0.45
false_only,no_date,100000000,bitcoin will reach 100 million,20,0.44
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",18,0.51
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",28,0.13
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",70,0.34
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,58,0.2
omitted,no_date,100000000,bitcoin will reach 100 million,40,0.36
empty,no_date,20000000,bitcoin will reach 20 million,82,0.57
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",81,0.17
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",79,0.25
omitted,no_date,1000000,bitcoin will reach 1 million,53,0.14
true_only,no_date,1000000,bitcoin will reach 1 million,3,0.38
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",26,0.67
empty,no_date,20000000,bitcoin will reach 20 million,2,0.6
false_only,no_date,20000000,bitcoin will reach 20 million,71,0.4
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",71,0.54
false_only,no_date,1000000,bitcoin will reach 1 million,26,0.24
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",68,0.17
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",39,0.29
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",97,0.64
paired,no_date,20000000,bitcoin will reach 20 million,28,0.44
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,30,0.47
false_only,no_date,1000000,bitcoin will reach 1 million,74,0.26
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",40,0.38
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",50,0.66
paired,no_date,100000000,bitcoin will reach 100 million,15,0.32
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",96,0.24
paired,no_date,1000000,bitcoin will reach 1 million,62,0.39
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",20,0.4
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",58,0.45
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",76,0.23
true_only,no_date,1000000,bitcoin will reach 1 million,38,0.39
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",32,0.27
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",35,0.13
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",5,0.22
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",15,0.31
omitted,no_date,20000000,bitcoin will reach 20 million,40,0.44
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,78,0.22
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",6,0.14
omitted,no_date,100000000,bitcoin will reach 100 million,45,0.37
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",15,0.14
true_only,no_date,100000000,bitcoin will reach 100 million,26,0.46
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",14,0.36
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,72,0.47
empty,no_date,100000000,bitcoin will reach 100 million,2,0.32
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",14,0.18
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",75,0.34
paired,no_date,1000000,bitcoin will reach 1 million,40,0.41
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",31,0.52
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",75,0.54
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",76,0.14
false_only,no_date,100000000,bitcoin will reach 100 million,34,0.42
false_only,no_date,1000000,bitcoin will reach 1 million,86,0.29
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",43,0.18
paired,no_date,20000000,bitcoin will reach 20 million,27,0.37
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",86,0.56
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",28,0.17
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",51,0.45
paired,no_date,20000000,bitcoin will reach 20 million,8,0.39
omitted,no_date,20000000,bitcoin will reach 20 million,6,0.45
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,53,0.45
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",13,0.62
